"Dist Code","Year","State Code","State Name","Dist Name","JANUARY POTENTIAL (Millimeters)","FEBRUARY POTENTIAL (Millimeters)","MARCH POTENTIAL (Millimeters)","APRIL POTENTIAL (Millimeters)","MAY POTENTIAL (Millimeters)","JUNE POTENTIAL (Millimeters)","JULY POTENTIAL (Millimeters)","AUGUST POTENTIAL (Millimeters)","SEPTEMBER POTENTIAL (Millimeters)","OCTOBER POTENTIAL (Millimeters)","NOVEMBER POTENTIAL (Millimeters)","DECEMBER POTENTIAL (Millimeters)"
"121","1987","3","Gujarat","Ahmedabad","112.4","121.43","180.47","232.07","239.73","202.07","155.06","139.06","151.63","148.93","117.24","98.9"
"121","1988","3","Gujarat","Ahmedabad","105.6","126.36","179.54","217.71","254.33","203.93","143.27","132.77","137.71","143.88","100.32","94.62"
"121","1989","3","Gujarat","Ahmedabad","101.63","115.62","165.71","211.74","234.22","190.08","143.57","127.45","135.89","140.38","109.86","94.33"
"121","1990","3","Gujarat","Ahmedabad","105.21","122.79","175.93","215.0","244.44","196.99","148.92","127.12","135.81","132.08","110.33","88.49"
"121","1991","3","Gujarat","Ahmedabad","100.09","114.77","165.05","203.65","232.91","197.97","135.83","128.06","139.99","138.49","111.79","89.69"
"121","1992","3","Gujarat","Ahmedabad","100.16","116.73","172.68","203.86","242.13","205.82","147.02","126.25","138.37","144.88","114.8","91.43"
"121","1993","3","Gujarat","Ahmedabad","106.58","123.78","180.13","219.81","251.07","201.48","146.19","138.79","143.86","141.4","118.2","101.78"
"121","1994","3","Gujarat","Ahmedabad","109.89","124.43","182.07","213.67","244.88","186.86","140.13","130.28","140.87","145.65","121.79","93.85"
"121","1995","3","Gujarat","Ahmedabad","114.37","128.57","185.92","211.24","239.05","201.27","144.41","134.89","141.42","157.91","124.3","112.11"
"121","1996","3","Gujarat","Ahmedabad","121.53","138.19","192.99","215.75","248.31","202.71","143.97","131.13","138.53","142.29","100.39","93.27"
"121","1997","3","Gujarat","Ahmedabad","105.98","116.35","176.51","194.8","224.56","181.16","141.61","130.87","135.15","136.24","104.65","101.29"
"121","1998","3","Gujarat","Ahmedabad","108.31","121.59","174.0","210.87","235.46","192.39","140.28","129.62","141.01","141.83","105.66","96.76"
"121","1999","3","Gujarat","Ahmedabad","103.57","123.29","173.97","199.84","234.44","186.02","141.43","128.82","139.72","133.35","99.2","91.06"
"121","2000","3","Gujarat","Ahmedabad","100.02","115.81","176.63","221.01","236.82","195.83","137.33","130.22","138.32","142.74","107.92","87.49"
"121","2001","3","Gujarat","Ahmedabad","103.5","113.87","173.91","196.52","247.47","181.07","133.29","123.25","137.19","143.55","109.32","92.31"
"121","2002","3","Gujarat","Ahmedabad","107.1","126.47","173.09","209.68","255.99","191.34","151.6","126.95","138.77","143.51","100.04","83.33"
"121","2003","3","Gujarat","Ahmedabad","108.22","123.14","169.67","213.47","239.31","190.52","132.17","125.16","133.55","136.35","98.41","88.55"
"121","2004","3","Gujarat","Ahmedabad","96.15","111.92","165.23","216.13","229.87","184.36","132.51","126.03","134.39","131.26","96.94","82.51"
"121","2005","3","Gujarat","Ahmedabad","95.47","114.85","168.68","191.88","212.21","182.56","139.72","125.32","135.05","131.18","91.6","79.51"
"121","2006","3","Gujarat","Ahmedabad","89.63","109.31","162.6","195.92","233.53","175.4","134.66","124.72","129.63","130.67","92.17","86.83"
"121","2007","3","Gujarat","Ahmedabad","96.41","107.79","159.07","196.22","223.8","178.77","136.24","122.58","131.51","131.42","95.45","88.9"
"121","2008","3","Gujarat","Ahmedabad","97.01","107.22","162.2","193.92","235.48","192.05","136.18","121.8","130.64","132.31","106.38","88.91"
"121","2009","3","Gujarat","Ahmedabad","97.0","109.73","163.02","198.24","227.17","191.27","132.03","128.29","140.4","140.36","99.83","76.71"
"121","2010","3","Gujarat","Ahmedabad","95.9","110.65","166.58","206.25","237.36","183.92","129.97","118.09","130.76","135.91","99.92","80.72"
"121","2011","3","Gujarat","Ahmedabad","94.39","108.77","161.89","195.29","227.31","198.88","131.27","123.18","133.65","134.9","101.21","84.25"
"121","2012","3","Gujarat","Ahmedabad","93.29","110.96","156.95","189.59","212.15","183.2","136.65","125.58","130.54","130.57","90.62","84.87"
"121","2013","3","Gujarat","Ahmedabad","93.4","107.72","153.32","179.25","214.76","167.35","128.09","122.54","138.0","128.71","98.88","77.99"
"121","2014","3","Gujarat","Ahmedabad","109.38","102.41","153.39","177.93","200.87","198.96","139.22","124.69","130.04","131.53","92.09","79.39"
"121","2015","3","Gujarat","Ahmedabad","91.23","103.0","153.33","188.7","205.58","170.45","146.17","125.64","133.89","135.29","95.82","82.14"
"122","1958","3","Gujarat","Amreli","102.38","114.02","175.87","197.73","218.4","174.4","138.06","122.53","134.35","136.33","109.24","90.99"
"122","1959","3","Gujarat","Amreli","105.49","115.09","172.19","201.72","234.39","180.58","138.49","128.44","130.61","138.12","103.18","102.18"
"122","1960","3","Gujarat","Amreli","110.59","127.64","171.94","192.91","225.18","165.96","138.42","129.44","131.66","143.99","113.66","94.14"
"122","1961","3","Gujarat","Amreli","115.8","117.58","176.82","187.74","221.11","180.62","132.84","126.81","130.9","134.72","106.24","101.4"
"122","1962","3","Gujarat","Amreli","100.84","121.01","160.05","195.47","221.39","180.97","135.74","125.23","129.39","137.1","104.31","91.4"
"122","1963","3","Gujarat","Amreli","113.03","122.98","183.3","199.38","234.06","184.1","137.07","129.33","134.2","144.14","110.97","103.77"
"122","1964","3","Gujarat","Amreli","118.07","125.57","183.55","204.19","234.95","170.94","133.46","128.39","125.76","134.59","115.98","107.37"
"122","1965","3","Gujarat","Amreli","108.32","127.65","181.32","194.12","222.6","176.38","138.77","125.12","128.47","143.78","121.19","113.68"
"122","1966","3","Gujarat","Amreli","116.47","127.61","178.42","195.7","236.1","177.36","134.33","125.77","132.42","142.88","117.01","104.54"
"122","1967","3","Gujarat","Amreli","113.74","117.69","168.43","185.63","219.82","164.53","137.26","128.43","130.21","138.09","102.6","94.39"
"122","1968","3","Gujarat","Amreli","102.93","113.54","176.52","186.95","212.56","181.29","137.43","133.67","128.68","136.51","108.65","97.17"
"122","1969","3","Gujarat","Amreli","107.25","112.52","165.25","192.09","226.88","170.91","136.31","126.16","132.99","136.7","111.46","99.0"
"122","1970","3","Gujarat","Amreli","99.73","120.55","168.47","188.22","227.43","166.76","137.11","125.23","129.62","130.23","101.9","91.92"
"122","1971","3","Gujarat","Amreli","99.46","115.37","163.58","193.71","222.29","174.44","133.71","125.96","128.75","136.69","100.63","105.17"
"122","1972","3","Gujarat","Amreli","100.26","114.3","163.19","187.04","222.08","173.12","140.98","132.8","134.3","139.18","109.88","103.49"
"122","1973","3","Gujarat","Amreli","103.84","122.52","164.87","198.55","239.84","186.39","137.63","129.03","129.04","135.08","101.55","103.63"
"122","1974","3","Gujarat","Amreli","103.43","122.55","172.84","198.06","221.52","184.85","137.07","131.57","133.85","137.5","104.5","97.17"
"122","1975","3","Gujarat","Amreli","105.42","118.92","165.64","194.23","226.66","168.77","133.01","122.71","126.72","143.8","103.32","90.63"
"122","1976","3","Gujarat","Amreli","97.11","113.88","167.35","191.63","232.32","175.33","137.29","127.44","125.93","134.14","107.97","94.11"
"122","1977","3","Gujarat","Amreli","104.46","120.6","171.11","201.73","228.41","164.38","133.47","126.68","131.0","136.28","108.12","89.96"
"122","1978","3","Gujarat","Amreli","99.69","118.26","168.67","190.18","226.38","167.89","134.55","127.47","126.7","134.05","119.04","97.28"
"122","1979","3","Gujarat","Amreli","106.23","119.32","174.95","193.56","228.06","178.8","140.3","130.71","130.19","132.36","113.28","96.07"
"122","1980","3","Gujarat","Amreli","104.54","120.21","172.91","189.99","227.0","160.11","136.5","123.63","129.0","137.52","109.9","96.76"
"122","1981","3","Gujarat","Amreli","107.88","117.18","172.35","189.99","225.56","184.84","138.87","127.45","128.55","136.95","109.99","99.61"
"122","1982","3","Gujarat","Amreli","106.75","116.76","164.91","195.07","209.67","176.52","135.28","128.57","128.64","137.14","114.01","100.45"
"122","1983","3","Gujarat","Amreli","107.8","120.79","171.34","194.55","233.29","174.45","133.79","126.68","127.52","135.61","106.44","100.37"
"122","1984","3","Gujarat","Amreli","108.3","131.74","172.25","197.82","224.46","176.56","133.82","125.52","131.45","135.19","103.84","98.11"
"122","1985","3","Gujarat","Amreli","109.01","121.11","174.95","199.61","227.47","180.56","139.71","126.58","131.82","132.94","103.47","104.24"
"122","1986","3","Gujarat","Amreli","112.37","123.6","178.5","203.98","237.48","178.74","142.74","128.35","134.63","143.33","114.26","109.35"
"122","1987","3","Gujarat","Amreli","116.94","123.01","176.89","216.08","222.94","180.3","149.39","138.77","143.47","144.0","116.0","103.07"
"122","1988","3","Gujarat","Amreli","107.43","127.35","177.67","202.08","236.38","178.33","139.52","128.46","132.05","139.74","103.03","98.36"
"122","1989","3","Gujarat","Amreli","105.03","114.54","169.1","198.94","219.86","171.1","137.94","124.91","127.83","135.96","107.58","99.85"
"122","1990","3","Gujarat","Amreli","109.0","123.16","170.71","200.01","232.5","177.67","144.31","125.6","127.96","129.51","109.64","96.76"
"122","1991","3","Gujarat","Amreli","106.27","116.56","165.84","192.98","218.68","177.66","132.55","127.86","129.96","132.58","108.18","93.31"
"122","1992","3","Gujarat","Amreli","104.18","119.14","167.74","188.15","225.83","183.19","139.52","124.73","129.37","137.18","111.83","96.66"
"122","1993","3","Gujarat","Amreli","111.19","127.04","176.1","205.44","236.0","178.03","142.38","135.49","139.64","136.47","121.61","104.58"
"122","1994","3","Gujarat","Amreli","110.7","125.72","180.2","200.95","227.15","171.91","137.13","128.44","131.84","137.11","114.03","99.92"
"122","1995","3","Gujarat","Amreli","114.63","125.56","177.92","194.93","218.75","177.65","135.64","130.77","135.12","149.28","119.18","108.99"
"122","1996","3","Gujarat","Amreli","117.09","131.41","185.15","200.54","228.02","182.2","137.99","129.05","132.34","138.54","102.89","97.82"
"122","1997","3","Gujarat","Amreli","104.38","117.26","173.85","179.69","214.31","162.72","136.24","128.01","128.44","133.14","107.7","98.13"
"122","1998","3","Gujarat","Amreli","104.18","119.86","168.21","196.85","222.71","172.07","135.67","125.73","133.22","138.18","104.38","100.08"
"122","1999","3","Gujarat","Amreli","101.35","117.37","167.36","182.87","219.31","162.51","134.28","124.99","129.49","131.25","106.49","94.56"
"122","2000","3","Gujarat","Amreli","102.92","114.07","167.61","199.16","217.4","175.06","133.24","126.82","129.5","135.29","104.97","92.6"
"122","2001","3","Gujarat","Amreli","102.97","115.01","171.37","185.15","228.83","170.08","128.43","120.46","130.35","143.19","108.78","97.16"
"122","2002","3","Gujarat","Amreli","109.49","123.1","172.41","193.62","232.07","167.65","147.79","125.67","129.64","137.74","104.55","91.59"
"122","2003","3","Gujarat","Amreli","105.79","120.1","166.01","191.96","220.27","167.32","125.71","121.81","127.97","131.36","99.78","90.81"
"122","2004","3","Gujarat","Amreli","97.6","113.62","166.74","197.45","216.97","166.78","126.42","124.83","126.11","132.82","101.64","92.38"
"122","2005","3","Gujarat","Amreli","98.64","115.46","165.08","180.4","201.95","165.04","133.72","117.71","129.38","127.45","99.05","88.73"
"122","2006","3","Gujarat","Amreli","97.74","114.28","160.37","182.09","220.1","154.78","128.29","122.15","123.62","129.52","99.51","89.35"
"122","2007","3","Gujarat","Amreli","100.27","113.35","160.61","183.14","210.67","157.45","127.53","119.76","125.05","132.05","102.02","96.75"
"122","2008","3","Gujarat","Amreli","100.42","113.64","165.08","180.86","214.71","165.81","123.17","119.24","125.61","132.28","106.54","97.47"
"122","2009","3","Gujarat","Amreli","106.01","114.97","165.92","191.3","211.93","161.27","125.34","124.83","129.14","132.32","103.87","86.07"
"122","2010","3","Gujarat","Amreli","100.54","113.4","167.07","190.78","221.89","157.5","119.63","114.72","124.45","130.07","100.82","89.46"
"122","2011","3","Gujarat","Amreli","104.49","112.49","162.31","189.11","213.27","171.71","126.66","120.86","127.56","130.51","105.86","92.72"
"122","2012","3","Gujarat","Amreli","98.34","113.0","158.22","177.96","206.49","161.33","132.68","124.61","124.5","130.2","98.27","90.12"
"122","2013","3","Gujarat","Amreli","101.29","111.77","162.07","176.03","209.0","150.65","122.68","118.63","128.71","129.08","102.92","89.18"
"122","2014","3","Gujarat","Amreli","112.81","111.49","155.69","174.24","201.21","164.32","128.3","120.17","125.98","131.67","105.22","92.32"
"122","2015","3","Gujarat","Amreli","100.07","111.87","161.22","182.55","205.65","157.39","138.18","120.89","128.52","136.91","106.34","97.25"
"123","1958","3","Gujarat","Banaskantha","93.96","112.95","170.42","212.06","245.31","215.38","148.42","130.53","143.23","125.37","98.16","82.2"
"123","1959","3","Gujarat","Banaskantha","98.86","112.91","171.26","205.6","271.85","223.7","145.12","129.42","136.79","133.04","93.28","85.11"
"123","1960","3","Gujarat","Banaskantha","98.24","115.27","164.75","196.44","241.98","203.95","153.01","132.5","147.72","145.32","107.03","89.34"
"123","1961","3","Gujarat","Banaskantha","104.69","107.95","171.45","187.87","235.12","208.36","137.34","127.54","135.87","126.69","95.2","86.46"
"123","1962","3","Gujarat","Banaskantha","86.31","105.99","147.32","189.7","232.0","210.71","145.88","127.1","136.22","126.24","92.76","80.71"
"123","1963","3","Gujarat","Banaskantha","111.91","126.36","186.62","211.18","261.05","230.06","156.17","131.78","142.98","141.11","104.7","106.51"
"123","1964","3","Gujarat","Banaskantha","113.83","132.92","191.8","226.56","276.82","219.0","149.22","134.46","140.86","143.67","121.39","106.81"
"123","1965","3","Gujarat","Banaskantha","112.03","128.69","184.05","205.26","263.59","242.89","153.87","135.48","148.48","158.3","120.35","117.15"
"123","1966","3","Gujarat","Banaskantha","121.18","131.74","196.57","225.72","295.59","226.41","155.71","142.35","149.94","151.69","134.34","111.14"
"123","1967","3","Gujarat","Banaskantha","97.61","105.77","148.43","183.45","236.93","196.59","145.37","128.55","141.11","133.53","87.55","85.91"
"123","1968","3","Gujarat","Banaskantha","89.85","102.34","166.9","191.14","229.78","230.64","150.53","134.0","146.98","136.44","92.58","80.24"
"123","1969","3","Gujarat","Banaskantha","99.44","103.28","164.94","205.88","237.93","211.34","152.37","128.15","143.27","134.79","95.58","75.56"
"123","1970","3","Gujarat","Banaskantha","88.82","106.85","150.23","193.58","252.02","198.72","148.44","122.69","135.06","123.71","83.21","70.66"
"123","1971","3","Gujarat","Banaskantha","84.03","103.6","151.11","197.9","244.41","209.61","140.89","128.97","137.34","132.83","81.66","95.46"
"123","1972","3","Gujarat","Banaskantha","90.78","105.5","158.04","196.58","238.27","208.02","153.16","135.81","147.62","134.35","95.06","94.45"
"123","1973","3","Gujarat","Banaskantha","91.87","116.91","161.02","201.7","260.22","220.74","143.03","132.73","135.09","127.81","85.03","95.53"
"123","1974","3","Gujarat","Banaskantha","89.18","110.21","159.74","207.35","236.23","226.77","151.7","139.74","146.99","137.22","90.46","87.11"
"123","1975","3","Gujarat","Banaskantha","93.56","108.85","164.14","201.04","265.66","200.43","145.14","129.03","140.51","142.4","86.8","76.18"
"123","1976","3","Gujarat","Banaskantha","89.54","109.57","170.55","207.82","274.7","217.69","150.87","132.91","138.0","137.36","100.43","83.01"
"123","1977","3","Gujarat","Banaskantha","99.27","113.64","167.97","225.35","255.71","195.89","144.4","132.51","144.21","131.97","98.82","76.44"
"123","1978","3","Gujarat","Banaskantha","88.89","103.2","161.41","198.69","256.65","205.98","141.88","130.9","141.2","138.42","110.33","85.84"
"123","1979","3","Gujarat","Banaskantha","107.84","115.67","178.28","206.18","223.83","205.81","151.08","128.78","152.35","147.49","110.15","86.81"
"123","1980","3","Gujarat","Banaskantha","105.56","113.93","175.32","206.52","272.7","202.74","150.09","132.15","147.64","145.36","103.89","84.92"
"123","1981","3","Gujarat","Banaskantha","91.35","113.14","173.27","196.02","259.88","227.88","156.87","130.44","137.78","132.93","97.17","87.26"
"123","1982","3","Gujarat","Banaskantha","101.05","111.31","166.25","209.01","218.05","223.56","152.26","130.58","146.64","143.75","111.12","93.93"
"123","1983","3","Gujarat","Banaskantha","101.79","114.24","177.58","217.7","262.83","215.93","150.35","131.75","138.25","136.09","91.29","84.97"
"123","1984","3","Gujarat","Banaskantha","101.22","117.16","169.5","209.87","254.5","222.04","151.59","128.66","141.32","129.75","93.41","88.19"
"123","1985","3","Gujarat","Banaskantha","104.32","110.37","167.45","210.47","250.19","239.01","157.87","131.8","151.11","138.34","92.26","93.39"
"123","1986","3","Gujarat","Banaskantha","104.23","117.34","173.28","220.67","266.66","217.94","162.01","133.55","148.25","150.49","107.67","95.65"
"123","1987","3","Gujarat","Banaskantha","103.03","115.6","170.04","216.69","250.17","221.75","168.77","146.02","158.33","150.17","110.84","91.7"
"123","1988","3","Gujarat","Banaskantha","101.15","121.84","179.76","216.9","275.54","222.11","149.56","136.17","145.79","144.94","98.72","86.94"
"123","1989","3","Gujarat","Banaskantha","93.02","110.96","164.59","205.19","241.49","205.97","153.12","131.21","141.42","135.79","103.97","86.75"
"123","1990","3","Gujarat","Banaskantha","99.93","115.46","170.42","215.24","253.22","221.13","154.41","128.57","140.82","128.4","101.49","83.34"
"123","1991","3","Gujarat","Banaskantha","92.71","111.23","158.91","195.46","243.66","219.02","147.94","133.15","146.33","138.99","107.35","82.33"
"123","1992","3","Gujarat","Banaskantha","94.95","107.91","164.02","197.28","239.69","220.09","154.12","128.56","139.92","134.45","97.01","81.95"
"123","1993","3","Gujarat","Banaskantha","98.7","113.24","168.52","209.42","264.01","218.15","154.41","141.05","149.38","140.27","104.86","89.7"
"123","1994","3","Gujarat","Banaskantha","103.73","117.26","169.24","212.2","259.41","201.46","144.77","130.61","141.61","136.81","105.11","85.78"
"123","1995","3","Gujarat","Banaskantha","106.85","116.84","176.42","207.66","247.05","222.1","152.48","137.0","147.07","153.74","112.51","105.98"
"123","1996","3","Gujarat","Banaskantha","115.79","128.22","187.48","214.57","263.96","222.28","154.32","133.94","145.52","143.94","98.61","84.07"
"123","1997","3","Gujarat","Banaskantha","97.43","114.2","170.01","193.68","239.7","196.09","145.97","133.04","138.52","130.78","102.84","92.3"
"123","1998","3","Gujarat","Banaskantha","98.32","112.58","163.77","203.36","242.82","208.38","149.7","137.61","145.88","133.11","93.15","82.27"
"123","1999","3","Gujarat","Banaskantha","95.33","118.89","165.65","195.07","251.18","213.26","155.05","134.52","149.94","133.05","95.88","80.74"
"123","2000","3","Gujarat","Banaskantha","98.26","112.41","173.92","227.54","259.06","227.61","147.55","134.34","147.09","138.84","102.55","83.26"
"123","2001","3","Gujarat","Banaskantha","95.66","107.6","163.97","189.74","259.65","197.42","138.57","130.56","145.89","137.88","98.43","79.68"
"123","2002","3","Gujarat","Banaskantha","92.58","111.71","163.91","201.64","268.23","207.26","156.14","130.16","148.49","146.94","100.26","78.52"
"123","2003","3","Gujarat","Banaskantha","97.41","116.72","166.65","213.13","259.32","210.27","139.59","128.85","139.9","133.18","96.45","81.63"
"123","2004","3","Gujarat","Banaskantha","88.71","106.84","155.25","212.18","250.5","205.7","144.2","131.17","140.95","123.81","87.33","76.58"
"123","2005","3","Gujarat","Banaskantha","88.8","107.63","165.22","186.77","223.17","198.83","151.14","130.17","138.41","128.13","85.92","73.02"
"123","2006","3","Gujarat","Banaskantha","85.82","103.69","153.89","194.95","256.43","196.66","146.05","126.17","135.57","132.13","86.02","80.65"
"123","2007","3","Gujarat","Banaskantha","87.79","108.4","151.4","187.26","236.78","194.8","145.26","127.8","137.37","124.99","85.8","76.46"
"123","2008","3","Gujarat","Banaskantha","87.66","97.5","156.19","192.96","268.97","214.48","150.53","124.69","138.0","131.64","94.89","83.3"
"123","2009","3","Gujarat","Banaskantha","90.82","102.91","153.29","187.39","240.52","206.72","141.22","129.97","141.26","136.25","90.15","71.72"
"123","2010","3","Gujarat","Banaskantha","87.98","106.22","158.62","200.41","250.56","206.62","141.16","121.37","133.5","135.64","88.94","71.52"
"123","2011","3","Gujarat","Banaskantha","83.67","103.83","154.89","185.58","242.59","214.59","138.72","125.59","135.38","129.13","87.95","73.34"
"123","2012","3","Gujarat","Banaskantha","84.71","101.37","151.77","180.86","220.34","202.99","142.67","126.54","133.23","124.78","82.62","78.21"
"123","2013","3","Gujarat","Banaskantha","82.13","104.17","147.83","171.12","222.69","177.53","134.85","125.28","141.12","121.53","86.17","69.53"
"123","2014","3","Gujarat","Banaskantha","102.22","98.32","146.15","168.91","213.84","215.54","147.75","125.01","130.97","127.29","92.0","70.89"
"123","2015","3","Gujarat","Banaskantha","85.07","100.57","153.5","186.98","218.06","175.74","148.62","125.95","135.46","128.13","89.81","66.57"
"124","1958","3","Gujarat","Bharuch","111.8","129.35","188.73","216.92","227.99","183.73","133.78","122.95","133.67","145.33","123.6","98.76"
"124","1959","3","Gujarat","Bharuch","112.04","127.42","181.89","216.09","242.63","185.45","135.65","127.42","131.77","146.93","120.98","113.56"
"124","1960","3","Gujarat","Bharuch","121.0","141.9","186.6","209.57","235.46","176.13","136.02","126.55","131.09","151.95","129.8","105.98"
"124","1961","3","Gujarat","Bharuch","129.42","130.99","192.45","202.2","220.44","185.1","130.55","126.94","132.5","147.01","119.38","116.71"
"124","1962","3","Gujarat","Bharuch","111.97","133.23","173.06","207.89","230.76","190.24","132.73","126.6","130.16","155.11","117.61","98.65"
"124","1963","3","Gujarat","Bharuch","125.67","136.56","195.87","209.91","235.6","189.71","136.59","126.38","134.31","148.14","115.88","115.35"
"124","1964","3","Gujarat","Bharuch","126.23","136.86","189.23","225.19","239.74","178.26","133.38","126.68","127.74","140.97","130.14","115.78"
"124","1965","3","Gujarat","Bharuch","113.46","139.61","193.99","210.3","231.92","186.19","133.93","124.36","130.18","153.84","134.54","124.6"
"124","1966","3","Gujarat","Bharuch","124.91","137.09","192.76","212.89","244.4","189.86","134.14","127.45","133.0","149.31","131.67","117.39"
"124","1967","3","Gujarat","Bharuch","118.0","121.53","167.63","195.29","217.98","170.57","133.08","125.54","128.92","140.19","104.96","98.62"
"124","1968","3","Gujarat","Bharuch","101.25","120.13","181.0","192.07","209.81","185.03","133.05","128.99","131.5","137.59","110.74","97.55"
"124","1969","3","Gujarat","Bharuch","105.64","116.5","173.37","205.59","221.88","176.25","133.06","123.19","128.79","135.85","112.72","98.35"
"124","1970","3","Gujarat","Bharuch","101.84","127.8","173.11","196.84","223.92","164.3","132.26","121.83","128.75","133.87","105.0","94.21"
"124","1971","3","Gujarat","Bharuch","102.48","123.43","166.87","203.75","216.63","171.02","132.93","123.81","127.19","140.69","102.48","110.73"
"124","1972","3","Gujarat","Bharuch","100.68","120.79","166.39","194.55","223.99","181.71","137.15","130.05","132.96","146.0","114.63","114.44"
"124","1973","3","Gujarat","Bharuch","108.54","129.95","174.52","206.24","236.1","188.39","131.85","125.86","125.75","141.23","110.08","110.76"
"124","1974","3","Gujarat","Bharuch","106.84","126.67","176.6","203.64","220.28","186.11","134.47","129.4","133.0","139.93","114.28","103.79"
"124","1975","3","Gujarat","Bharuch","111.27","128.48","173.71","209.25","234.82","174.42","129.91","123.14","127.79","156.48","119.39","99.26"
"124","1976","3","Gujarat","Bharuch","107.32","125.91","180.34","207.09","234.8","177.8","133.74","126.0","129.22","143.63","116.75","100.77"
